"Event ID","Event Name","Category","Topic","Code","Attendees","Waitlisted","Starts On","Status","Ends On",
"13507","Gyrokinesis - Sit Down & Shape Up! - Thursdays, September 23 - October 14, 2021,  3:30 - 4:30pm","Fitness & Movement Classes","Jacquie Farbman","1422-05","9","0","10/14/2021","INACTIVE","10/14/2021",
"13372","Music From Salem Concert, Sunday October 10th, 2021 at 4:00 pm**SOLD OUT**","Music from Salem Performances","","5022-04","42","0","10/10/2021","INACTIVE","10/10/2021",
"13596","Dance Performance - Tablao Flamenco - Sunday, October 3, 2021 at 6pm FREE **SOLD OUT**","Dance Performances","","","39","0","10/03/2021","INACTIVE","10/03/2021",
"13502","Tai Chi Chuan (Ages 16 and up) Thursdays, September 16 - December 9, 2021, 8:00 - 9:30am *CANCELLED*","Martial Arts ","Nelson Clark","1122-03","0","0","09/16/2021","INACTIVE","09/16/2021",
"13563","Essentrics - Gentle Stretch, Thursdays, September 16 - December 9, 2021, 6:30 - 7:30pm **CANCELLED*","Fitness & Movement Classes","Terry Dansin","","0","0","09/16/2021","INACTIVE","09/16/2021",
"13434","There's No Business Like Show Business (Seagle Festival) - Sunday, September 12th, 2021 at 6pm","Opera Performances","","6022-05","28","0","09/12/2021","INACTIVE","09/12/2021",
"13410","As You Like It (Will Kempe's Players) Sunday, August 29th, 2021 at 6:00pm","Shakespeare","","6022-03","69","0","08/29/2021","INACTIVE","08/29/2021",
"13375","Much Ado About Nothing (Will Kempe's Players) Saturday, August 28th, 2021 at 6:00pm","Shakespeare","","6022-02","74","0","08/28/2021","INACTIVE","08/28/2021",
"13404","Ballet 1 (Ages 7 and Up), Thursdays, August 12, 19 and 26, 2021. 10 - 10:45am","Ballet","Lindsay Shaner","1022-01","3","0","08/26/2021","INACTIVE","08/26/2021",
"13397","Pre-Ballet (Ages 3-4) Wednesdays, August 11, 18 and 25, 2021, 9 - 9:45am","Ballet","Lindsay Shaner","1022-02","8","0","08/25/2021","INACTIVE","08/25/2021",
"13402","Intro to Ballet (Ages 5 -7) Wednesdays, August 11, 18 and 25, 2021, 10 - 10:45am","Ballet","Lindsay Shaner","1022-03","8","0","08/25/2021","INACTIVE","08/25/2021",
"13380","Little Hip Hop (Ages 5-7) - Tuesdays, August 10, 17 and 24, 2021, 9 - 9:45am","Hip Hop ","Lindsay Shaner","1022-08","3","0","08/24/2021","INACTIVE","08/24/2021",
"13390","Hip Hop (Ages 8  -12) Tuesdays, August 10, 17 and 24, 2021, 10 - 10:45am","Hip Hop ","Lindsay Shaner","1022-09","1","0","08/24/2021","INACTIVE","08/24/2021",
"13385","Yoga-Mindful Movement (Ages 16 and up), Mondays, June 21 - August 23, 2021. 8:30 - 9:30am","Pilates/Yoga","Zaidee Bliss","1422-02","8","0","08/23/2021","INACTIVE","08/23/2021",
"13433","Saturday Night Concerts - Featuring - HOT CLUB SARATOGA August 21st, 2021, 6pm *Free*","Music Performances","","","0","0","08/21/2021","INACTIVE","08/21/2021",
"13392","Watercolor: Creative Magic and Safe Art (Ages 9 - 99) Tuesdays, June 29-August 17, 6:00-7:00pm","Visual Arts ","Gabi Moore","1322-01","13","0","08/17/2021","INACTIVE","08/17/2021",
"13428","Saturday Night Concerts - Featuring - BARRY ORECK & FRIENDS August 14th, 2021, 6pm *Free*","Music Performances","","","0","0","08/14/2021","INACTIVE","08/14/2021",
"13403","Parent & Me (Ages 18 mo-2 yrs), Thursdays, August 12, 19 and 26, 2021, 9 - 9:45am*Cancelled*","Workshops - Children","Lindsay Shaner","1022-10","0","0","08/12/2021","INACTIVE","08/12/2021",
"13423","Saturday Night Concerts - Featuring - VILLAGE HARMONY August 7th, 2021, 6pm *Free*","Music Performances","","","0","0","08/07/2021","INACTIVE","08/07/2021",
"13391","Gyrokinesis® Sit Down and Shape Up! Tuesdays, July 6 - August 3, 2021. 10:30-11:30am","Fitness & Movement Classes","Jacquie Farbman","1422-01","7","0","08/03/2021","INACTIVE","08/03/2021",
"13412","Irish Dance Week - Monday - Friday, August 2nd - 6th, 2021. 6:30 - 8pm","Dance Workshops","Darcy May & Rachel Sargood","1022-07","10","0","08/02/2021","INACTIVE","08/06/2021",
"13371","Music From Salem Concert, Sunday, August 1st, 2021 at 4:00 pm","Music from Salem Performances","","5022-03","43","0","08/01/2021","INACTIVE","08/01/2021",
"13418","Saturday Night Concerts - Featuring MEN o' WAR BALLADEERS- July 31st, 2021, 6pm *Free*","Music Performances","","","0","0","07/31/2021","INACTIVE","07/31/2021",
"13405","Bolly-X (Ages 13 & up), Wednesdays, June 23 - July 28, 2021. 6:00 - 7:00pm","Bollywood & BollyX","Katie Kerr & Tessa Atwood","1022-04","6","0","07/28/2021","INACTIVE","07/28/2021",
"13374","Teen Dance Week (Ages 11 - 17), July 26 - 30, 2021. Monday-Friday, 9am - 12pm","Dance Workshops","Elizabeth Call & Lindsay Shaner","1022-06","2","0","07/26/2021","INACTIVE","07/30/2021",
"13373","Children's Dance Week (Ages 5 - 10), July 26 - 30, 2021. Monday-Friday, 9am - 12pm","Dance Workshops","Elizabeth Call & Lindsay Shaner","1022-05","6","0","07/26/2021","INACTIVE","07/30/2021",
"13370","Music From Salem Concert, Sunday, July 25th, 2021 at 4:00 pm","Music from Salem Performances","","5022-02","41","0","07/25/2021","INACTIVE","07/25/2021",
"13413","Saturday Night Concerts - Featuring ATHENA BURKE - July 24th, 2021, 6pm *Free*","Music Performances","","","0","0","07/24/2021","INACTIVE","07/24/2021",
"13365","Youth Theatre Summer Spotlight (Ages 8-12) June 28th - July 16th, 2021. Monday-Friday 9am-12pm.","Theater/Acting Classes ","Katherine Danforth","1522-03","15","0","07/12/2021","INACTIVE","07/16/2021",
"13364","Summer Children's Theatre (Ages 5-7), Session 2 : July 12 - 23 2021. Mon-Fri 9am-12pm*Cancelled*","Children's Theater","Sarah Burke","1522-04","0","0","07/12/2021","INACTIVE","07/16/2021",
"13369","Music From Salem Concert, Sunday July 11th, 2021 at 4:00pm","Music from Salem Performances","","5022-01","25","0","07/11/2021","INACTIVE","07/11/2021",
"13366","Teen Theatre Summer Spotlight (Ages 13-18). June 28th - July 9th, 2021. Monday-Friday 1-4pm.","Theater/Acting Classes ","Katherine Danforth","1522-02","18","0","07/05/2021","INACTIVE","07/09/2021",
"13359","Summer Children's Theatre (Ages 5-7), Session 1: June 28 - July 9, 2021. Monday-Friday 9am-12pm","Children's Theater","Sarah Burke","1522-01","5","0","07/05/2021","INACTIVE","07/09/2021",
"13352","Intermediate Irish Step Dance 1  & 3 - Fridays, April 16th - June 18th, 2021, 6 - 6:45pm","Irish Step Dance","Darcy May","1021-41","12","0","06/18/2021","INACTIVE","06/18/2021",
"13108","Beginner Irish Step Dance, Fridays, April 16th - June 18th, 2021, 4 - 4:45pm","Irish Step Dance","Darcy May","1021-42","8","0","06/18/2021","INACTIVE","06/18/2021",
"13347","Beginner Irish Step Dance 3, Fridays, April 16th - June 18th, 2021, 5-5:45pm","Irish Step Dance","Darcy May","1021-43","7","0","06/18/2021","INACTIVE","06/18/2021",
"13357","Advanced Irish Dance - Fridays, April 16th - June 18th, 2021, 7-8pm","Irish Step Dance","Darcy May","1021-44","12","0","06/18/2021","INACTIVE","06/18/2021",
"13332","Little Hip Hop (Ages 5-7) - Thursdays, April 15th - June 17th, 2021, 4:30 - 5:15pm","Hip Hop ","Lindsay Shaner","1021-45","11","0","06/17/2021","INACTIVE","06/17/2021",
"13327","Intro to Ballet (Ages 3-6), Thursdays, April 15th - June 17th, 2021,  3:30 - 4:15pm","Ballet","Lindsay Shaner","1021-46","13","0","06/17/2021","INACTIVE","06/17/2021",
"13342","BollyX Online via Zoom, Thursdays, April 15th - June 17th, 2021, 7 - 8pm","Bollywood & BollyX","Katie Kerr & Tessa Atwood","1021-47","7","0","06/17/2021","INACTIVE","06/17/2021",
"13337","Ballet 1 & 2 (Ages 7 & Up), Thursdays, April 15th - June 17th, 2021, 5:30-6:30pm","Ballet","Lindsay Shaner","1021-48","6","0","06/17/2021","INACTIVE","06/17/2021",
"13312","Intro to Tap (Ages 5-7), Wednesdays,  April 14th - June 16th, 2021, 6:00 - 6:45pm","Tap Dance","Lindsay Shaner","1021-49","6","0","06/16/2021","INACTIVE","06/16/2021",
"13307","Hip Hop 1 (Ages 8-12) - Wednesdays, April 14th - June 16th, 2021, 7:00 - 7:45pm","Hip Hop ","Lindsay Shaner","1021-51","9","0","06/16/2021","INACTIVE","06/16/2021",
"13191","Youth and Adult Drawing (Ages 12 to Adult), Tuesdays, April 13th - June 15th, 7 - 8pm","Visual Arts ","Darcy May","1321-04","6","0","06/15/2021","INACTIVE","06/15/2021",
"13297","Tap 1 & 2 (Ages 7 and Up), Tuesdays, April 13th - June 15th, 2021, 6-6:45pm (Tap1) or 6-7pm (Tap2)","Tap Dance","Lindsay Shaner","1021-52","3","0","06/15/2021","INACTIVE","06/15/2021",
"13287","Taekwondo II (Ages 10-18), Tuesdays, April 13th - June 15th, 2021, 5 - 5:45pm","Martial Arts Karate","Patrick Hall","1121-03","7","0","06/15/2021","INACTIVE","06/15/2021",
"13282","Taekwondo I (Ages 5-9), Tuesdays, April 13th - June 15th, 2021, 4 - 4:45pm","Martial Arts Karate","Patrick Hall","1121-04","12","0","06/15/2021","INACTIVE","06/15/2021",
"13277","Pointe & Pre-Pointe, Mondays, April 12th - June 14th, 2021, 8:15pm - 8:45pm","Ballet","Elizabeth Call","1021-54","3","0","06/14/2021","INACTIVE","06/14/2021",
"13272","Ballet 4 (Ages 12 & up) - Mondays, April 12th - June 14th, 2021, 6:30 - 8:00pm","Ballet","Elizabeth Call","1021-55","4","0","06/14/2021","INACTIVE","06/14/2021",
"13267","Ballet 3 (Ages 7-12) - Mondays, April 12th - June 14th, 2021, 5pm - 6pm","Ballet","Elizabeth Call","1021-56","5","0","06/14/2021","INACTIVE","06/14/2021",
"13368","Emerging Viola & Violin Artists Performance, Sunday June 13th, 2021 at 4:00 pm","Music from Salem Performances","","5021-01","40","0","06/13/2021","INACTIVE","06/13/2021",
"13358","Drama Club - April 19th through June 4th, 2021 Weekdays, 3:30pm - 5:30pm","Theater/Acting Classes ","","","0","0","06/01/2021","INACTIVE","06/04/2021",
"13367","Our Stories: A Playwriting Showcase, Friday, May 14th, 2021 at 7:00pm**SOLD OUT**","Special Events","","3021-07","40","0","05/14/2021","INACTIVE","05/14/2021",
"13322","Hip Hop 2 (Ages 13-18), Wednesdays, April 14th - June 16th, 2021, 8 - 8:45pm*CANCELLED*","Hip Hop ","Lindsay Shaner","1021-50","0","0","04/14/2021","INACTIVE","04/14/2021",
"13302","Barre Fit (All Ages) - Tuesdays, April 13th - June 15th, 2021, 7:15 to 8:00pm**CANCELLED**","Ballet","Lindsay Shaner","1021-53","0","0","04/13/2021","INACTIVE","04/13/2021",
"13317","Monday Magic: Painting Adventures (Ages 9-99), Mondays, 5:30 - 6:30pm**CANCELLED**","Visual Arts ","Gabi Moore","1321-05","0","0","04/12/2021","INACTIVE","04/12/2021",
"13262","Home for the Holidays - A Virtual Holiday Breakfast Online December 18th, 2020","Community Events","","","42","0","01/01/2021","INACTIVE","01/01/2021",
"13256","The Susan B. Anthony Project - Online Production","Theater Performances","","3021-05","11","0","12/04/2020","INACTIVE","12/04/2020",
"13261","John Long - Online Concert","Music Performances","","","2","0","12/04/2020","INACTIVE","12/04/2020",
"13237","Intermediate Irish Dance 3- Fridays, Sept.18th - Nov. 20th. 6 - 6:45pm","Irish Step Dance","Darcy May","1021-40","6","0","11/20/2020","INACTIVE","11/20/2020",
"13180","Intermediate Irish Dance 1- Fridays, Sept.18th - Nov. 20th. 5:00 - 5:45pm","Irish Step Dance","Darcy May","1021-37","5","0","11/20/2020","INACTIVE","11/20/2020",
"13185","Advanced Irish Dance - Fridays, Sept.18th - Nov.20th, 2020, 7-8pm","Irish Step Dance","Darcy May","1021-34","10","0","11/20/2020","INACTIVE","11/20/2020",
"13175","Advanced Beginner Irish Step Dance 3, Fridays, Sept.18th - Nov.20th, 2020, 4:00 - 4:45pm","Irish Step Dance","Darcy May","1021-33","8","0","11/20/2020","INACTIVE","11/20/2020",
"13207","Yoga - Online Yoga Class via Zoom - Thursdays, Sept.17th - Nov.19th, 2020, 7:30 to 8:45am","Pilates/Yoga","Zaidee Bliss","1421-04","2","0","11/19/2020","INACTIVE","11/19/2020",
"13144","Watercolor: Creative Magic and Safe Art (Ages 9-99), Thursdays, Sep.17 - Nov.19, 2020, 5-6pm","Visual Arts ","Gabi Moore","1321-02","19","0","11/19/2020","INACTIVE","11/19/2020",
"13058","Little Hip Hop (Ages 5-7) - Thursdays, Sept.17th Nov.19th, 2020, 4:30 - 5:15pm","Hip Hop ","Lindsay Shaner","1021-32","7","0","11/19/2020","INACTIVE","11/19/2020",
"13138","Intro to Ballet (Ages 3-6), Thursdays, Sept.17th - Nov.19th, 2020,  3:30 - 4:15pm","Ballet","Lindsay Shaner","1021-26","12","0","11/19/2020","INACTIVE","11/19/2020",
"13145","BollyX Online via Zoom, Thursdays, Oct. 1st - Nov. 19th, 2020, 7 - 8pm","Bollywood & BollyX","Katie Kerr & Tessa Atwood","1021-28","7","0","11/19/2020","INACTIVE","11/19/2020",
"13143","Ballet 1 & 2 (Ages 7 & Up), Thursdays, Sept.17th - Nov.19th, 2020, 5:30-6:30pm","Ballet","Lindsay Shaner","1021-22","7","0","11/19/2020","INACTIVE","11/19/2020",
"13123","Hip Hop 1 (Ages 8-12) - Wednesdays, Sept.16th - Nov.18th, 2020, 7:00 - 7:45pm","Hip Hop ","Lindsay Shaner","1021-31","10","0","11/18/2020","INACTIVE","11/18/2020",
"13113","Beginner Irish Step - (Ages 7 to Adult) Wednesdays, Sept.16th - Nov.18th, 2020, 4:45pm-5:45pm","Irish Step Dance","Darcy May","1021-35","7","0","11/18/2020","INACTIVE","11/18/2020",
"13083","Tap 1 & 2 (Ages 7 and Up), Tuesdays, Sept. 15th - Nov. 17th, 2020, 6-6:45pm (Tap 1) or 6-7pm (Tap 2)","Tap Dance","Lindsay Shaner","1021-39","4","0","11/17/2020","INACTIVE","11/17/2020",
"13197","Taekwondo I (Ages 5-10), Tuesdays, Sept.15th - Nov.17th, 2020, 4 - 4:45pm","Martial Arts Karate","Patrick Hall","1121-01","9","0","11/17/2020","INACTIVE","11/17/2020",
"13292"," Tap 1 & 2 (Ages 7 and Up), Tuesdays, Sept. 15th - Nov. 17th, 2020, 6-6:45pm (Tap 1) or 6-7pm (Tap 2","Tap Dance","Lindsay Shaner","1021-39","0","0","11/17/2020","INACTIVE","11/17/2020",
"13073","Pointe & Pre-Pointe, Mondays, Sept.14th - Nov.16th, 2020, 8:15pm - 8:45pm","Ballet","Elizabeth Call","1021-27","3","0","11/16/2020","INACTIVE","11/16/2020",
"13068","Ballet 4 (Ages 12 & up) - Mondays, Sept.14-Nov.16, 2020, 6:30pm - 8:00pm","Ballet","Elizabeth Call","1021-24","4","0","11/16/2020","INACTIVE","11/16/2020",
"13063","Ballet 3 (Ages 7-12) - Mondays, Sept.14th-Nov.16th, 2020, 5pm - 6pm","Ballet","Elizabeth Call","1021-23","5","0","11/16/2020","INACTIVE","11/16/2020",
"13240","Playwriting, (Ages 13-18), November 9th - 13th, 2020, 3:30pm - 5:30pm","Theater/Acting Classes ","Katherine Danforth","1521-03","7","0","11/13/2020","INACTIVE","11/13/2020",
"13239","Macbeth: A Study in Shakespeare (Ages 13-18), Oct.26th - Nov.6th, 2020, 3:30pm - 5:30pm","Theater/Acting Classes ","Katherine Danforth","1521-02","7","0","11/06/2020","INACTIVE","11/06/2020",
"13246","John Long - Sunday, October 25th, 2020 at 6pm**Cancelled see new location and time**","Music Performances","","","19","0","10/25/2020","INACTIVE","10/25/2020",
"13251","John Long - Sunday, October 25th, 2020 at 3pm**New Time, Location and Price**","Music Performances","","","17","0","10/25/2020","INACTIVE","10/25/2020",
"13241","John Long - Saturday, October 24th, 2020 at 4pm**CANCELLED**","Music Performances","","","0","0","10/24/2020","INACTIVE","10/24/2020",
"13238","Scenography (Ages 13-18), October 19th - 23rd, 2020, 3:30pm - 5:30pm","Theater/Acting Classes ","Katherine Danforth","1521-01","5","0","10/23/2020","INACTIVE","10/23/2020",
"12861","The Susan B. Anthony Project - Sunday, October 18th, 2020 at 7:30pm*Previous Time*","Theater Performances","","3021-05","0","0","10/18/2020","INACTIVE","10/18/2020",
"13026","The Susan B. Anthony Project - Sunday, October 18th, 2020 at 6pm","Theater Performances","","3021-05","34","0","10/18/2020","INACTIVE","10/18/2020",
"13041","The Susan B. Anthony Project - Sunday, October 18th, 2020 at 4pm","Theater Performances","","3021-05","45","0","10/18/2020","INACTIVE","10/18/2020",
"13103","Continuing Bollywood Dance Online Via Zoom (All Ages) Sun, Oct.18th - Nov.22, 2020, 4-5pm*Cancelled*","Bollywood & BollyX","Gina Mammone Deibel","1021-29","0","0","10/18/2020","INACTIVE","10/18/2020",
"13021","The Susan B. Anthony Project - Saturday, October 17th, 2020 at 8pm For Gala Ticket Holders Only","Theater Performances","","3021-05","0","0","10/17/2020","INACTIVE","10/17/2020",
"13036","The Susan B. Anthony Project - Saturday, October 17th, 2020 at 2pm","Theater Performances","","3021-05","32","0","10/17/2020","INACTIVE","10/17/2020",
"12856","The Susan B. Anthony Project - Saturday, Oct.17th, 2020 at 6pm for Fundraising Event Ticket Holders","Theater Performances","","3021-05","33","0","10/17/2020","INACTIVE","10/17/2020",
"12821","Pajama Gala for the Kids! - Saturday, October 17th, 2020. 6:30pm-9:30pm","Fundraising Events","","7021-02","0","0","10/17/2020","INACTIVE","10/17/2020",
"12444","A Hubbard Hall Fundraiser - Celebrating Susan B. Anthony, Saturday, October 17th at 5:30pm","Fundraising Events","","7021-01","33","0","10/17/2020","INACTIVE","10/17/2020",
"12851","The Susan B. Anthony Project - Friday, October 16th, 2020 at 8pm","Theater Performances","","3021-05","29","0","10/16/2020","INACTIVE","10/16/2020",
"13031","The Susan B. Anthony Project - Friday, October 16th, 2020 at 6pm","Theater Performances","","3021-05","39","0","10/16/2020","INACTIVE","10/16/2020",
"13133","Gyrokinesis® - Sit Down & Shape Up! - Thursdays, Sept. 17 - Oct.8, 2020, 3:30 - 4:30pm","Fitness & Movement Classes","Jacquie Farbman","1421-07","4","0","10/08/2020","INACTIVE","10/08/2020",
"13078","Gyrokinesis® - Sit Down & Shape Up! - Tuesdays, September 15-October 6, 2020, 11am - 12pm","Fitness & Movement Classes","Jacquie Farbman","1421-08","5","0","10/06/2020","INACTIVE","10/06/2020",
"13190","Essentrics - Gentle Stretch (Ages 14 & Up)- Thursdays, Sep.17th-Nov,19th, 6:30 - 7:30pm*CANCELLED*","Fitness & Movement Classes","Terry Dansin","1421-05","0","0","09/17/2020","INACTIVE","09/17/2020",
"13222","BollyX Online via Zoom, Thursday September 17th, 2020, 7 - 8pm *FREE DEMO*","Bollywood & BollyX","Katie Kerr & Tessa Atwood","1021-28","5","0","09/17/2020","INACTIVE","09/17/2020",
"13537"," Essentrics - Gentle Stretch (Ages 14 & Up)- Thursdays, Sep.17th-Nov,19th, 6:30 - 7:30pm*CANCELLED*(","Fitness & Movement Classes","Terry Dansin","1421-05","0","0","09/17/2020","INACTIVE","09/17/2020",
"13532"," Essentrics - Gentle Stretch (Ages 14 & Up)- Thursdays, Sep.17th-Nov,19th, 6:30 - 7:30pm*CANCELLED*(","Fitness & Movement Classes","Terry Dansin","1421-05","0","0","09/17/2020","INACTIVE","09/17/2020",
"13527"," Essentrics - Gentle Stretch (Ages 14 & Up)- Thursdays, Sep.17th-Nov,19th, 6:30 - 7:30pm*CANCELLED*(","Fitness & Movement Classes","Terry Dansin","1421-05","0","0","09/17/2020","INACTIVE","09/17/2020",
"13562"," Essentrics - Gentle Stretch (Ages 14 & Up)- Thursdays, Sep.17th-Nov,19th, 6:30 - 7:30pm*CANCELLED*(","Fitness & Movement Classes","Terry Dansin","1421-05","0","0","09/17/2020","INACTIVE","09/17/2020",
"13118","Intro to Tap (Ages 5-7), Wednesdays, Sept.16 - Nov.18th, 2020, 6:00 - 6:45pm**CANCELLED**","Tap Dance","Lindsay Shaner","1021-38","0","0","09/16/2020","INACTIVE","09/16/2020",
"13128","Hip Hop 2 (Ages 13-18), Wednesdays, Sept.16th - Nov.18th, 2020, 8:00 - 8:45pm**CANCELLED**","Hip Hop ","Lindsay Shaner","1021-30","0","0","09/16/2020","INACTIVE","09/16/2020",
"13202","Taekwondo II (Ages 11 & Up), Tuesdays, Sept.15th - Nov.17th, 2020, 5 - 5:45pm**CANCELLED**","Martial Arts Karate","Patrick Hall","1121-02","0","0","09/15/2020","INACTIVE","09/15/2020",
"12669","Essentrics - Strength & Stability(Ages 14 & Up),Tuesdays, Sep.15th-Nov,17th, 6:30 - 7:30pm*CANCELLED","Fitness & Movement Classes","Terry Dansin","1421-06","0","0","09/15/2020","INACTIVE","09/15/2020",
"13196","Drawing for Ages 13 to Adult, Tuesdays, Sept.15th-Nov.17th, 2020, 5:45-6:45pm**CANCELLED**","Visual Arts ","Darcy May","1321-01","0","0","09/15/2020","INACTIVE","09/15/2020",
"13088","Barre Fit (All Ages) - Tuesdays, Sept. 15th - Nov. 17th, 2020, 7:15 to 8:00pm**CANCELLED**","Ballet","Lindsay Shaner","1021-25","0","0","09/15/2020","INACTIVE","09/15/2020",
"13053","Ballet & Tumbling (Ages 3-5) - Mondays, Sept.14th - Nov. 16th, 2020, 3:00 to 3:45pm","Ballet","Lindsay Shaner","1021-21","0","0","09/14/2020","INACTIVE","09/14/2020",
"12957","Barre Fit (All Ages) - Thursdays, July 16th - September 3rd.  6:00 to 6:45pm","Ballet","Lindsay Shaner","1021-18","6","0","09/03/2020","INACTIVE","09/03/2020",
"13042","Yoga - Online Yoga Class via Zoom - Thursdays, June 11th to August 27th. 7:30 to 8:45am","Pilates/Yoga","Zaidee Bliss","1421-03","2","0","08/27/2020","INACTIVE","08/27/2020",
"12952","Pre-Ballet (Ages 3-4) - Thursdays, August 13th - 27th.  1:00 to 1:45pm","Ballet","Lindsay Shaner","1021-05","8","0","08/27/2020","INACTIVE","08/27/2020",
"12927","Hip Hop (Ages 8-12) - Wednesdays, August 12th - 26th.  11:00am to 11:45am","Hip Hop ","Lindsay Shaner","1021-09","8","0","08/26/2020","INACTIVE","08/26/2020",
"12912","Gyrokinesis® - Sit Down & Shape Up! - Tuesdays July 14th - August 25th.10:30 - 11:30am","Fitness & Movement Classes","Jacquie Farbman","1421-01","12","0","08/25/2020","INACTIVE","08/25/2020",
"12992","Irish Technique Workshop Soft Shoe Reel - Fridays, July 17th - August 21st.  7:00 to 7:30pm","Irish Step Dance","Rachel Sargood","1021-15","5","0","08/21/2020","INACTIVE","08/21/2020",
"12997","Irish Technique Workshop Hard Shoe Reel - Fridays, July 17th - August 21st.  7:30 to 8:30pm","Irish Step Dance","Rachel Sargood","1021-16","5","0","08/21/2020","INACTIVE","08/21/2020",
"12967","BollyX (Ages 13 & Up)  Thursdays, July 16th - August 20th,  7pm to 8pm","Bollywood & BollyX","Katie Kerr & Tessa Atwood","1021-17","4","0","08/20/2020","INACTIVE","08/20/2020",
"12987","Tap 1 (Ages 7-12), Fridays, August 14th - 28th. 12:00 to 12:45pm**CANCELLED**","Tap Dance","Lindsay Shaner","1021-01","0","0","08/14/2020","INACTIVE","08/14/2020",
"12982","Intro to Ballet (Ages 5-7), Fridays, August 14th - 28th.  11:00 to 11:45am**CANCELLED**","Ballet","Lindsay Shaner","1021-02","0","0","08/14/2020","INACTIVE","08/14/2020",
"12977","Ballet & Tumbling (Ages 3-5) - Fridays, August 14th - 28th.  10:00 to 10:45am**CANCELLED**","Ballet","Lindsay Shaner","1021-03","0","0","08/14/2020","INACTIVE","08/14/2020",
"12942","Tap 2 (Ages 11 & Up) - Thursdays, August 13th - 27th.  12:00 to 12:45pm**CANCELLED**","Tap Dance","Lindsay Shaner","1021-04","0","0","08/13/2020","INACTIVE","08/13/2020",
"12947","Intro to Tap (Ages 5-7), Thursdays, August 13th - 27th.  11:00 to 11:45am**CANCELLED**","Tap Dance","Lindsay Shaner","1021-06","0","0","08/13/2020","INACTIVE","08/13/2020",
"12972","Hip Hop (Ages 13-18), Thursdays, August 13th - 27th,  8:00 to 8:45pm**CANCELLED**","Hip Hop ","Lindsay Shaner","1021-07","0","0","08/13/2020","INACTIVE","08/13/2020",
"12922","Little Hip Hop (Ages 5-7) - Wednesdays, August 12th - 26th.  10:00am to 10:45am**CANCELLED**","Hip Hop ","Lindsay Shaner","1021-08","0","0","08/12/2020","INACTIVE","08/12/2020",
"12917","Ballet 2 -(Ages 11 & Up) Tuesdays, August 11th - 25th.  10am to 11am**CANCELLED**","Ballet","Lindsay Shaner","1021-10","0","0","08/11/2020","INACTIVE","08/11/2020",
"12866","Barre Fit (All Ages) Mondays, August 10th - August 24th.10:00 am - 10:45 am**CANCELLED**","Ballet","Lindsay Shaner","1021-11","0","0","08/10/2020","INACTIVE","08/10/2020",
"12876","Ballet 1  (Ages 7 and Up) - Mondays, August 10th - 24th. 12:00 to 12:45pm**CANCELLED**","Ballet","Lindsay Shaner","1021-12","0","0","08/10/2020","INACTIVE","08/10/2020",
"12871","Ballet & Tap (Ages 5-7) - Mondays, August 10th - August 24th. 11am to 11:45am**CANCELLED**","Ballet","Lindsay Shaner","1021-13","0","0","08/10/2020","INACTIVE","08/10/2020",
"13043","Black Lives Matter Community Vigil & Drum Circle - Sunday, August 9th at 6pm. FREE","Community Events","","","0","0","08/09/2020","INACTIVE","08/09/2020",
"13016","The Bushwick Starr Residency Series Continues with Untitled Zoo Story - Aug. 8th, 2020 at 7pm","Theater Performances","","","0","0","08/08/2020","INACTIVE","08/08/2020",
"13048","All's Well That Ends Well  by William Shakespeare - Saturday, August 8th, 2020 at 2pm*LIMITED SEATS*","Shakespeare","","3021-01","51","0","08/08/2020","INACTIVE","08/08/2020",
"12902","All's Well That Ends Well  by William Shakespeare - Saturday, Aug 8th, 2020 at 6:30pm","Shakespeare","","3021-01","50","0","08/08/2020","INACTIVE","08/08/2020",
"12897","All's Well That Ends Well  by William Shakespeare - Friday, August 7th, 2020 at 6:30pm","Shakespeare","","3021-01","46","0","08/07/2020","INACTIVE","08/07/2020",
"12892","All's Well That Ends Well  by William Shakespeare - Thursday, August 6th, 2020 at 6:30pm","Shakespeare","","3021-01","51","0","08/06/2020","INACTIVE","08/06/2020",
"12887","All's Well That Ends Well  by William Shakespeare - Wednesday, August 5th, 2020 at 6:30pm","Shakespeare","","3021-01","45","0","08/05/2020","INACTIVE","08/05/2020",
"12882","All's Well That Ends Well  by William Shakespeare -Tuesday, August 4th, 2020 at 6:30pm*CANCELLED","Shakespeare","","3021-01","0","0","08/04/2020","INACTIVE","08/04/2020",
"12743","Broadway Bound - Summer Youth Theatre - Performance - Saturday, August 1st, 2020 at 7pm","Theater Performances","","3021-02","0","0","08/01/2020","INACTIVE","08/01/2020",
"12998","Shining Stars Dance Program - (Ages 5-7), July 27th - 31st, 2020. 9:00 to 11:30am*Class is Full*","Dance Workshops","Lindsay Shaner","1021-14","8","0","07/31/2020","INACTIVE","07/31/2020",
"12732","Broadway Bound - Youth Theatre (Ages 8-12)  3 Weeks, July 13th - July 31st, 2020. 9am to 12pm","Theater/Acting Classes ","","","16","0","07/31/2020","INACTIVE","07/31/2020",
"12738","Broadway Bound - Summer Youth Theatre - Performance - Friday, July 31st at 7pm","Theater Performances","","3021-02","0","0","07/31/2020","INACTIVE","07/31/2020",
"13014","Chamber Music - Dan Shulman Presents - Sunday, July 26th, 2020 at 6pm*Cancelled*","Music Performances","","6021-02","0","0","07/26/2020","INACTIVE","07/26/2020",
